Time (s),Voltage (V),Corrected_Voltage (V),Current (A),Temp (C),SoC
1372.29,9.73,10.87,0.75,25,43.7
1373.37,9.76,10.89,0.75,25,43.6
1374.45,9.76,10.89,0.75,25,43.6
1375.54,9.74,10.88,0.73,25,43.6
1376.62,9.75,10.88,0.73,25,43.5
1377.7,9.74,10.88,0.75,25,43.5
1378.78,9.72,10.86,0.73,25,43.4
1379.86,9.76,10.89,0.75,25,43.4
1380.94,9.72,10.86,0.72,25,43.3
1382.03,9.73,10.87,0.73,25,43.3
1383.11,9.72,10.86,0.73,25,43.2
1384.19,9.77,10.9,0.75,25,43.2
1385.27,9.74,10.88,0.73,25,43.2
1386.36,9.75,10.88,0.72,25,43.1
1387.44,9.74,10.88,0.73,25,43.1
1388.52,9.72,10.86,0.72,25,43
1389.6,9.73,10.87,0.73,25,43
1390.69,9.76,10.89,0.72,25,42.9
1391.77,9.74,10.88,0.75,25,42.9
1392.85,9.75,10.88,0.74,25,42.8
1393.93,9.73,10.87,0.73,25,42.8
1395.02,9.72,10.86,0.74,25,42.8
1396.1,9.75,10.88,0.72,25,42.7
1397.18,9.7,10.84,0.72,25,42.7
1398.26,9.75,10.88,0.74,25,42.6
1399.34,9.69,10.83,0.72,25,42.6
1400.43,9.71,10.85,0.72,25,42.5
1401.51,9.75,10.88,0.72,25,42.5
1402.59,9.73,10.87,0.72,25,42.4
1403.67,9.72,10.86,0.73,25,42.4
1404.75,9.72,10.86,0.72,25,42.4
1405.84,9.7,10.84,0.72,25,42.3
1406.92,9.72,10.86,0.71,25,42.3
1408,9.73,10.87,0.71,25,42.2
1409.08,9.72,10.86,0.73,25,42.2
1410.17,9.74,10.88,0.73,25,42.1
1411.25,9.72,10.86,0.72,25,42.1
1412.33,9.74,10.88,0.73,25,42
1413.41,9.7,10.84,0.72,25,42
1414.5,9.72,10.86,0.74,25,42
1415.58,9.71,10.85,0.73,25,41.9
1416.66,9.71,10.85,0.71,25,41.9
1417.74,9.71,10.85,0.73,25,41.8
1418.82,9.73,10.87,0.72,25,41.8
1419.91,9.73,10.87,0.72,25,41.7
1420.99,9.73,10.87,0.73,25,41.7
1422.07,9.71,10.85,0.73,25,41.6
1423.16,9.74,10.88,0.7,25,41.6
1424.24,9.71,10.85,0.72,25,41.6
1425.32,9.73,10.87,0.73,25,41.5
1426.4,9.73,10.87,0.75,25,41.5
1427.48,9.73,10.87,0.74,25,41.4
1428.56,9.71,10.85,0.72,25,41.4
1429.65,9.71,10.85,0.73,25,41.3
1430.73,9.67,10.82,0.7,25,41.3
1431.81,9.72,10.86,0.7,25,41.2
1432.89,9.7,10.84,0.7,25,41.2
1433.98,9.71,10.85,0.73,25,41.2
1435.06,9.71,10.85,0.72,25,41.1
1436.14,9.72,10.86,0.7,25,41.1
1437.22,9.71,10.85,0.73,25,41
1438.31,9.73,10.87,0.73,25,41
1439.39,9.72,10.86,0.7,25,40.9
1440.47,9.71,10.85,0.74,25,40.9
1441.55,9.72,10.86,0.71,25,40.8
1442.64,9.73,10.87,0.73,25,40.8
1443.72,9.72,10.86,0.72,25,40.8
1444.8,9.75,10.88,0.73,25,40.7
1445.88,9.74,10.88,0.72,25,40.7
1446.96,9.75,10.88,0.72,25,40.6
1448.05,9.73,10.87,0.73,25,40.6
1449.13,9.71,10.85,0.75,25,40.5
1450.21,9.73,10.87,0.74,25,40.5
1451.29,9.73,10.87,0.73,25,40.4
1452.38,9.74,10.88,0.73,25,40.4
1453.46,9.72,10.86,0.74,25,40.4
1454.54,9.67,10.82,0.74,25,40.3
1455.62,9.68,10.83,0.74,25,40.3
1456.7,9.72,10.86,0.71,25,40.2
1457.79,9.71,10.85,0.71,25,40.2
1458.87,9.7,10.84,0.73,25,40.1
1459.95,9.72,10.86,0.71,25,40.1
1461.03,9.71,10.85,0.69,25,40
1462.12,9.74,10.88,0.72,25,40
1463.2,9.72,10.86,0.72,25,40
1464.28,9.72,10.86,0.72,25,39.9
1465.36,9.71,10.85,0.73,25,39.9
1466.45,9.72,10.86,0.74,25,39.8
1467.53,9.7,10.84,0.73,25,39.8
1468.61,9.71,10.85,0.72,25,39.7
1469.69,9.73,10.87,0.75,25,39.7
1470.78,9.66,10.81,0.74,25,39.6
1471.85,9.7,10.84,0.7,25,39.6
1472.94,9.71,10.85,0.73,25,39.6
1474.02,9.71,10.85,0.73,25,39.5
1475.1,9.73,10.87,0.73,25,39.5
1476.19,9.71,10.85,0.74,25,39.4
1477.27,9.72,10.86,0.76,25,39.4
1478.35,9.71,10.85,0.72,25,39.3
1479.43,9.69,10.83,0.76,25,39.3
1480.51,9.68,10.83,0.71,25,39.2
1481.6,9.72,10.86,0.73,25,39.2
1482.68,9.7,10.84,0.73,25,39.2
1483.76,9.74,10.88,0.73,25,39.1
1484.84,9.66,10.81,0.76,25,39.1
1485.93,9.7,10.84,0.76,25,39
1487.01,9.72,10.86,0.74,25,39
1488.09,9.68,10.83,0.74,25,38.9
1489.17,9.7,10.84,0.74,25,38.9
1490.26,9.69,10.83,0.76,25,38.8
1491.34,9.71,10.85,0.72,25,38.8
1492.42,9.7,10.84,0.73,25,38.8
1493.5,9.7,10.84,0.74,25,38.7
1494.58,9.7,10.84,0.73,25,38.7
1495.67,9.71,10.85,0.73,25,38.6
1496.75,9.69,10.83,0.75,25,38.6
1497.83,9.72,10.86,0.74,25,38.5
1498.91,9.72,10.86,0.72,25,38.5
1499.99,9.72,10.86,0.73,25,38.4
1501.08,9.72,10.86,0.74,25,38.4
1502.16,9.7,10.84,0.74,25,38.4
1503.24,9.72,10.86,0.73,25,38.3
1504.32,9.73,10.87,0.75,25,38.3
1505.41,9.72,10.86,0.76,25,38.2
1506.49,9.71,10.85,0.76,25,38.2
1507.57,9.72,10.86,0.73,25,38.1
1508.65,9.69,10.83,0.76,25,38.1
1509.73,9.7,10.84,0.75,25,38
1510.81,9.72,10.86,0.74,25,38
1511.9,9.69,10.83,0.73,25,38
1512.98,9.69,10.83,0.74,25,37.9
1514.06,9.71,10.85,0.73,25,37.9
1515.14,9.7,10.84,0.74,25,37.8
1516.23,9.71,10.85,0.72,25,37.8
1517.31,9.69,10.83,0.74,25,37.7
1518.39,9.7,10.84,0.75,25,37.7
1519.47,9.72,10.86,0.75,25,37.6
1520.56,9.72,10.86,0.74,25,37.6
1521.64,9.72,10.86,0.72,25,37.6
1522.72,9.73,10.87,0.72,25,37.5
1523.8,9.71,10.85,0.73,25,37.5
1524.89,9.72,10.86,0.72,25,37.4
1525.97,9.7,10.84,0.74,25,37.4
1527.05,9.69,10.83,0.73,25,37.3
1528.13,9.71,10.85,0.73,25,37.3
1529.21,9.74,10.88,0.73,25,37.2
1530.3,9.7,10.84,0.76,25,37.2
1531.38,9.68,10.83,0.73,25,37.2
1532.46,9.72,10.86,0.71,25,37.1
1533.54,9.7,10.84,0.71,25,37.1
1534.63,9.7,10.84,0.73,25,37
1535.71,9.69,10.83,0.73,25,37
1536.79,9.72,10.86,0.74,25,36.9
1537.87,9.66,10.81,0.72,25,36.9
1538.95,9.71,10.85,0.73,25,36.8
1540.04,9.64,10.79,0.73,25,36.8
1541.12,9.68,10.83,0.73,25,36.8
1542.2,9.64,10.79,0.72,25,36.7
1543.28,9.68,10.83,0.73,25,36.7
1544.37,9.69,10.83,0.74,25,36.6
1545.45,9.74,10.88,0.69,25,36.6
1546.53,9.69,10.83,0.73,25,36.5
1547.61,9.65,10.8,0.73,25,36.5
1548.7,9.71,10.85,0.73,25,36.4
1549.78,9.71,10.85,0.74,25,36.4
1550.86,9.68,10.83,0.72,25,36.4
1551.94,9.7,10.84,0.73,25,36.3
1553.03,9.68,10.83,0.74,25,36.3
1554.1,9.72,10.86,0.72,25,36.2
1555.19,9.7,10.84,0.74,25,36.2
1556.27,9.71,10.85,0.74,25,36.1
1557.35,9.71,10.85,0.73,25,36.1
1558.44,9.7,10.84,0.76,25,36
1559.52,9.71,10.85,0.72,25,36
1560.6,9.68,10.83,0.74,25,36
1561.68,9.7,10.84,0.72,25,35.9
1562.76,9.67,10.82,0.73,25,35.9
1563.85,9.7,10.84,0.75,25,35.8
1564.93,9.67,10.82,0.73,25,35.8
1566.01,9.7,10.84,0.72,25,35.7
1567.09,9.68,10.83,0.74,25,35.7
1568.18,9.7,10.84,0.75,25,35.6
1569.26,9.68,10.83,0.73,25,35.6
1570.34,9.71,10.85,0.71,25,35.6
1571.42,9.7,10.84,0.73,25,35.5
1572.51,9.73,10.87,0.74,25,35.5
1573.59,9.69,10.83,0.74,25,35.4
1574.67,9.72,10.86,0.74,25,35.4
1575.75,9.7,10.84,0.72,25,35.3
1576.83,9.69,10.83,0.73,25,35.3
1577.92,9.69,10.83,0.74,25,35.2
1579,9.7,10.84,0.73,25,35.2
1580.08,9.63,10.78,0.71,25,35.2
1581.16,9.69,10.83,0.74,25,35.1
1582.24,9.65,10.8,0.7,25,35.1
1583.33,9.69,10.83,0.7,25,35
1584.41,9.7,10.84,0.7,25,35
1585.49,9.68,10.83,0.71,25,34.9
1586.57,9.68,10.83,0.74,25,34.9
1587.66,9.66,10.81,0.74,25,34.8
1588.74,9.66,10.81,0.71,25,34.8
1589.82,9.66,10.81,0.72,25,34.8
1590.9,9.69,10.83,0.73,25,34.7
1591.99,9.66,10.81,0.72,25,34.7
1593.07,9.68,10.83,0.72,25,34.6
1594.15,9.67,10.82,0.71,25,34.6
1595.23,9.68,10.83,0.74,25,34.5
1596.31,9.7,10.84,0.73,25,34.5
1597.4,9.67,10.82,0.73,25,34.4
1598.48,9.66,10.81,0.73,25,34.4
1599.56,9.69,10.83,0.7,25,34.4
1600.64,9.66,10.81,0.71,25,34.3
1601.72,9.68,10.83,0.72,25,34.3
1602.81,9.67,10.82,0.71,25,34.2
1603.89,9.67,10.82,0.74,25,34.2
1604.97,9.68,10.83,0.74,25,34.1
1606.05,9.67,10.82,0.73,25,34.1
1607.14,9.66,10.81,0.72,25,34
1608.22,9.67,10.82,0.73,25,34
1609.3,9.67,10.82,0.7,25,34
1610.38,9.67,10.82,0.72,25,33.9
1611.47,9.66,10.81,0.71,25,33.9
1612.55,9.65,10.8,0.73,25,33.8
1613.63,9.68,10.83,0.75,25,33.8
1614.71,9.66,10.81,0.75,25,33.7
1615.8,9.66,10.81,0.72,25,33.7
1616.88,9.7,10.84,0.73,25,33.6
1617.96,9.68,10.83,0.72,25,33.6
1619.04,9.66,10.81,0.72,25,33.6
1620.12,9.68,10.83,0.72,25,33.5
1621.2,9.66,10.81,0.71,25,33.5
1622.29,9.66,10.81,0.72,25,33.4
1623.37,9.64,10.79,0.75,25,33.4
1624.45,9.66,10.81,0.74,25,33.3
1625.53,9.68,10.83,0.73,25,33.3
1626.62,9.64,10.79,0.7,25,33.2
1627.7,9.67,10.82,0.73,25,33.2
1628.78,9.66,10.81,0.71,25,33.2
1629.86,9.64,10.79,0.72,25,33.1
1630.95,9.66,10.81,0.72,25,33.1
1632.03,9.66,10.81,0.74,25,33
1633.11,9.69,10.83,0.74,25,33
1634.19,9.68,10.83,0.74,25,32.9
1635.28,9.69,10.83,0.74,25,32.9
1636.36,9.66,10.81,0.74,25,32.8
1637.44,9.67,10.82,0.72,25,32.8
1638.52,9.65,10.8,0.73,25,32.8
1639.6,9.68,10.83,0.76,25,32.7
1640.69,9.65,10.8,0.74,25,32.7
1641.77,9.66,10.81,0.74,25,32.6
1642.85,9.66,10.81,0.76,25,32.6
1643.93,9.66,10.81,0.76,25,32.5
1645.02,9.67,10.82,0.73,25,32.5
1646.1,9.66,10.81,0.75,25,32.4
1647.18,9.67,10.82,0.73,25,32.4
1648.26,9.63,10.78,0.73,25,32.4
1649.34,9.68,10.83,0.73,25,32.3
1650.43,9.67,10.82,0.74,25,32.3
1651.51,9.65,10.8,0.74,25,32.2
1652.59,9.65,10.8,0.73,25,32.2
1653.67,9.65,10.8,0.72,25,32.1
1654.76,9.64,10.79,0.74,25,32.1
1655.84,9.67,10.82,0.73,25,32
1656.92,9.65,10.8,0.73,25,32
1658,9.64,10.79,0.72,25,32
1659.08,9.63,10.78,0.73,25,31.9
1660.17,9.65,10.8,0.72,25,31.9
1661.25,9.64,10.79,0.72,25,31.8
1662.33,9.64,10.79,0.73,25,31.8
1663.41,9.65,10.8,0.74,25,31.7
1664.49,9.64,10.79,0.73,25,31.7
1665.58,9.64,10.79,0.74,25,31.6
1666.66,9.63,10.78,0.72,25,31.6
1667.74,9.66,10.81,0.72,25,31.6
1668.82,9.66,10.81,0.73,25,31.5
1669.91,9.65,10.8,0.75,25,31.5
1670.99,9.64,10.79,0.74,25,31.4
1672.07,9.64,10.79,0.72,25,31.4
1673.15,9.64,10.79,0.73,25,31.3
1674.23,9.62,10.78,0.74,25,31.3
1675.32,9.65,10.8,0.73,25,31.2
1676.4,9.64,10.79,0.72,25,31.2
1677.48,9.64,10.79,0.74,25,31.2
1678.56,9.66,10.81,0.73,25,31.1
1679.65,9.65,10.8,0.71,25,31.1
1680.73,9.64,10.79,0.71,25,31
1681.81,9.65,10.8,0.71,25,31
1682.89,9.62,10.78,0.71,25,30.9
1683.97,9.65,10.8,0.72,25,30.9
1685.06,9.62,10.78,0.71,25,30.8
1686.14,9.66,10.81,0.7,25,30.8
1687.22,9.67,10.82,0.71,25,30.8
1688.31,9.67,10.82,0.71,25,30.7
1689.39,9.65,10.8,0.73,25,30.7
1690.47,9.63,10.78,0.75,25,30.6
1691.55,9.67,10.82,0.73,25,30.6
1692.63,9.63,10.78,0.73,25,30.5
1693.72,9.62,10.78,0.74,25,30.5
1694.8,9.64,10.79,0.71,25,30.4
1695.88,9.66,10.81,0.71,25,30.4
1696.96,9.64,10.79,0.73,25,30.4
1698.05,9.64,10.79,0.73,25,30.3
1699.13,9.65,10.8,0.71,25,30.3
1700.21,9.63,10.78,0.71,25,30.2
1701.29,9.67,10.82,0.73,25,30.2
1702.38,9.63,10.78,0.73,25,30.1
1703.45,9.63,10.78,0.72,25,30.1
1704.54,9.64,10.79,0.72,25,30
1705.62,9.62,10.78,0.73,25,30
1706.7,9.61,10.77,0.72,25,30
1707.78,9.63,10.78,0.72,25,29.9
1708.87,9.61,10.77,0.74,25,29.9
1709.95,9.63,10.78,0.73,25,29.8
1711.03,9.62,10.78,0.73,25,29.8
1712.11,9.63,10.78,0.72,25,29.7
1713.2,9.63,10.78,0.74,25,29.7
1714.28,9.64,10.79,0.7,25,29.6
1715.36,9.64,10.79,0.73,25,29.6
1716.44,9.64,10.79,0.74,25,29.6
1717.53,9.64,10.79,0.74,25,29.5
1718.61,9.64,10.79,0.74,25,29.5
1719.69,9.62,10.78,0.74,25,29.4
1720.77,9.61,10.77,0.73,25,29.4
1721.86,9.6,10.76,0.74,25,29.3
1722.94,9.6,10.76,0.75,25,29.3
1724.02,9.62,10.78,0.73,25,29.2
1725.1,9.61,10.77,0.7,25,29.2
1726.18,9.61,10.77,0.73,25,29.2
1727.26,9.62,10.78,0.71,25,29.1
1728.35,9.6,10.76,0.74,25,29.1
1729.43,9.62,10.78,0.74,25,29
1730.51,9.61,10.77,0.69,25,29
1731.59,9.61,10.77,0.73,25,28.9
1732.68,9.62,10.78,0.71,25,28.9
1733.76,9.63,10.78,0.73,25,28.8
1734.84,9.61,10.77,0.72,25,28.8
1735.92,9.61,10.77,0.72,25,28.8
1737.01,9.62,10.78,0.74,25,28.7
1738.09,9.6,10.76,0.74,25,28.7
1739.17,9.6,10.76,0.73,25,28.6
1740.25,9.58,10.74,0.71,25,28.6
1741.33,9.62,10.78,0.7,25,28.5
1742.42,9.6,10.76,0.7,25,28.5
1743.5,9.63,10.78,0.72,25,28.4
1744.58,9.61,10.77,0.72,25,28.4
1745.67,9.63,10.78,0.7,25,28.4
1746.75,9.61,10.77,0.71,25,28.3
1747.83,9.62,10.78,0.7,25,28.3
1748.91,9.6,10.76,0.73,25,28.2
1749.99,9.59,10.75,0.72,25,28.2
1751.07,9.63,10.78,0.7,25,28.1
1752.16,9.6,10.76,0.73,25,28.1
1753.24,9.63,10.78,0.72,25,28
1754.32,9.62,10.78,0.7,25,28
1755.4,9.59,10.75,0.7,25,28
1756.49,9.6,10.76,0.71,25,27.9
1757.57,9.61,10.77,0.71,25,27.9
1758.65,9.62,10.78,0.73,25,27.8
1759.73,9.61,10.77,0.74,25,27.8
1760.82,9.59,10.75,0.72,25,27.7
1761.9,9.63,10.78,0.75,25,27.7
1762.98,9.63,10.78,0.72,25,27.6
1764.06,9.57,10.73,0.71,25,27.6
1765.15,9.61,10.77,0.73,25,27.6
1766.23,9.59,10.75,0.74,25,27.5
1767.31,9.59,10.75,0.72,25,27.5
1768.39,9.59,10.75,0.74,25,27.4
1769.47,9.6,10.76,0.73,25,27.4
1770.56,9.6,10.76,0.73,25,27.3
1771.64,9.61,10.77,0.73,25,27.3
1772.72,9.59,10.75,0.74,25,27.2
1773.8,9.6,10.76,0.75,25,27.2
1774.88,9.56,10.73,0.74,25,27.2
1775.97,9.6,10.76,0.73,25,27.1
1777.05,9.59,10.75,0.73,25,27.1
1778.13,9.59,10.75,0.72,25,27
1779.21,9.59,10.75,0.72,25,27
1780.3,9.58,10.74,0.73,25,26.9
1781.38,9.59,10.75,0.71,25,26.9
1782.46,9.58,10.74,0.7,25,26.8
1783.54,9.58,10.74,0.72,25,26.8
1784.63,9.6,10.76,0.74,25,26.8
1785.71,9.57,10.73,0.71,25,26.7
1786.79,9.56,10.73,0.72,25,26.7
1787.87,9.6,10.76,0.72,25,26.6
1788.95,9.6,10.76,0.73,25,26.6
1790.03,9.56,10.73,0.71,25,26.5
1791.12,9.57,10.73,0.73,25,26.5
1792.2,9.57,10.73,0.71,25,26.4
1793.28,9.57,10.73,0.72,25,26.4
1794.36,9.59,10.75,0.72,25,26.4
1795.45,9.58,10.74,0.7,25,26.3
1796.53,9.57,10.73,0.72,25,26.3
1797.61,9.58,10.74,0.7,25,26.2
1798.69,9.57,10.73,0.73,25,26.2
1799.78,9.58,10.74,0.74,25,26.1
1800.86,9.6,10.76,0.73,25,26.1
1801.94,9.56,10.73,0.71,25,26
1803.02,9.57,10.73,0.73,25,26
1804.11,9.56,10.73,0.73,25,26
1805.19,9.58,10.74,0.72,25,25.9
1806.27,9.56,10.73,0.7,25,25.9
1807.35,9.57,10.73,0.72,25,25.8
1808.44,9.55,10.72,0.71,25,25.8
1809.52,9.58,10.74,0.73,25,25.7
1810.6,9.59,10.75,0.71,25,25.7
1811.68,9.52,10.69,0.74,25,25.6
1812.76,9.53,10.7,0.7,25,25.6
1813.84,9.56,10.73,0.73,25,25.6
1814.93,9.54,10.71,0.72,25,25.5
1816.01,9.51,10.68,0.75,25,25.5
1817.09,9.56,10.73,0.73,25,25.4
1818.17,9.58,10.74,0.7,25,25.4
1819.26,9.57,10.73,0.7,25,25.3
1820.34,9.56,10.73,0.72,25,25.3
1821.42,9.55,10.72,0.72,25,25.2
1822.5,9.55,10.72,0.7,25,25.2
1823.59,9.56,10.73,0.7,25,25.2
1824.67,9.55,10.72,0.72,25,25.1
1825.75,9.57,10.73,0.73,25,25.1
1826.83,9.56,10.73,0.73,25,25
1827.92,9.56,10.73,0.71,25,25
1829,9.57,10.73,0.72,25,24.9
1830.08,9.57,10.73,0.72,25,24.9
1831.16,9.58,10.74,0.75,25,24.8
1832.25,9.57,10.73,0.72,25,24.8
1833.33,9.53,10.7,0.72,25,24.8
1834.41,9.57,10.73,0.73,25,24.7
1835.49,9.56,10.73,0.75,25,24.7
1836.57,9.57,10.73,0.74,25,24.6
1837.65,9.55,10.72,0.73,25,24.6
1838.74,9.54,10.71,0.73,25,24.5
1839.82,9.55,10.72,0.72,25,24.5
1840.9,9.55,10.72,0.76,25,24.4
1841.98,9.54,10.71,0.74,25,24.4
1843.07,9.55,10.72,0.71,25,24.4
1844.15,9.54,10.71,0.72,25,24.3
1845.23,9.55,10.72,0.74,25,24.3
1846.31,9.54,10.71,0.73,25,24.2
1847.4,9.56,10.73,0.7,25,24.2
1848.47,9.52,10.69,0.74,25,24.1
1849.56,9.52,10.69,0.74,25,24.1
1850.64,9.53,10.7,0.72,25,24
1851.72,9.52,10.69,0.75,25,24
1852.81,9.53,10.7,0.73,25,24
1853.89,9.53,10.7,0.75,25,23.9
1854.97,9.52,10.69,0.74,25,23.9
1856.05,9.54,10.71,0.72,25,23.8
1857.13,9.54,10.71,0.74,25,23.8
1858.22,9.49,10.67,0.71,25,23.7
1859.3,9.53,10.7,0.72,25,23.7
1860.38,9.5,10.68,0.72,25,23.6
1861.46,9.52,10.69,0.74,25,23.6
1862.55,9.53,10.7,0.73,25,23.6
1863.63,9.51,10.68,0.74,25,23.5
1864.71,9.51,10.68,0.71,25,23.5
1865.79,9.5,10.68,0.71,25,23.4
1866.88,9.52,10.69,0.71,25,23.4
1867.96,9.52,10.69,0.72,25,23.3
1869.04,9.52,10.69,0.71,25,23.3
1870.12,9.54,10.71,0.72,25,23.2
1871.21,9.51,10.68,0.71,25,23.2
1872.29,9.52,10.69,0.7,25,23.2
1873.37,9.51,10.68,0.71,25,23.1
1874.45,9.5,10.68,0.73,25,23.1
1875.53,9.5,10.68,0.73,25,23
1876.62,9.52,10.69,0.7,25,23
1877.7,9.5,10.68,0.74,25,22.9
1878.78,9.52,10.69,0.7,25,22.9
1879.86,9.5,10.68,0.72,25,22.8
1880.94,9.5,10.68,0.71,25,22.8
1882.03,9.5,10.68,0.71,25,22.8
1883.11,9.48,10.66,0.72,25,22.7
1884.19,9.49,10.67,0.72,25,22.7
1885.27,9.49,10.67,0.71,25,22.6
1886.36,9.51,10.68,0.74,25,22.6
1887.44,9.49,10.67,0.71,25,22.5
1888.52,9.52,10.69,0.71,25,22.5
1889.6,9.49,10.67,0.72,25,22.4
1890.69,9.51,10.68,0.73,25,22.4
1891.77,9.49,10.67,0.73,25,22.4
1892.85,9.5,10.68,0.73,25,22.3
1893.93,9.51,10.68,0.71,25,22.3
1895.02,9.49,10.67,0.71,25,22.2
1896.1,9.49,10.67,0.71,25,22.2
1897.18,9.5,10.68,0.71,25,22.1
1898.26,9.48,10.66,0.72,25,22.1
1899.34,9.5,10.68,0.73,25,22
1900.43,9.5,10.68,0.7,25,22
1901.51,9.51,10.68,0.71,25,22
1902.59,9.49,10.67,0.71,25,21.9
1903.67,9.49,10.67,0.7,25,21.9
1904.75,9.5,10.68,0.73,25,21.8
1905.84,9.5,10.68,0.72,25,21.8
1906.92,9.48,10.66,0.72,25,21.7
1908,9.5,10.68,0.71,25,21.7
1909.08,9.47,10.65,0.74,25,21.6
1910.17,9.48,10.66,0.71,25,21.6
1911.25,9.49,10.67,0.7,25,21.6
1912.33,9.48,10.66,0.71,25,21.5
1913.41,9.47,10.65,0.73,25,21.5
1914.5,9.46,10.64,0.7,25,21.4
1915.58,9.47,10.65,0.7,25,21.4
1916.66,9.47,10.65,0.72,25,21.3
1917.74,9.45,10.63,0.72,25,21.3
1918.83,9.49,10.67,0.72,25,21.2
1919.91,9.47,10.65,0.7,25,21.2
1920.99,9.48,10.66,0.71,25,21.2
1922.07,9.45,10.63,0.7,25,21.1
1923.16,9.46,10.64,0.72,25,21.1
1924.24,9.47,10.65,0.71,25,21
1925.32,9.46,10.64,0.72,25,21
1926.4,9.48,10.66,0.73,25,20.9
1927.48,9.46,10.64,0.74,25,20.9
1928.56,9.47,10.65,0.71,25,20.8
1929.65,9.46,10.64,0.7,25,20.8
1930.73,9.46,10.64,0.71,25,20.8
1931.81,9.44,10.63,0.7,25,20.7
1932.89,9.45,10.63,0.72,25,20.7
1933.98,9.44,10.63,0.69,25,20.6
1935.06,9.47,10.65,0.71,25,20.6
1936.14,9.46,10.64,0.69,25,20.5
1937.22,9.46,10.64,0.7,25,20.5
1938.31,9.45,10.63,0.71,25,20.4
1939.39,9.43,10.62,0.74,25,20.4
1940.47,9.44,10.63,0.7,25,20.4
1941.55,9.41,10.6,0.73,25,20.3
1942.64,9.44,10.63,0.72,25,20.3
1943.72,9.4,10.59,0.72,25,20.2
1944.8,9.46,10.64,0.73,25,20.2
1945.88,9.47,10.65,0.73,25,20.1
1946.97,9.38,10.58,0.7,25,20.1
1948.05,9.4,10.59,0.71,25,20
1949.13,9.44,10.63,0.68,25,20
1950.21,9.44,10.63,0.7,25,20
1951.3,9.38,10.58,0.7,25,19.9
1952.38,9.44,10.63,0.72,25,19.9
1953.46,9.41,10.6,0.71,25,19.8
1954.54,9.44,10.63,0.69,25,19.8
1955.62,9.37,10.57,0.74,25,19.7
1956.71,9.38,10.58,0.76,25,19.7
1957.79,9.47,10.65,0.65,25,19.6
1958.87,9.46,10.64,0.73,25,19.6
1959.95,9.43,10.62,0.71,25,19.6
1961.03,9.43,10.62,0.68,25,19.5
1962.12,9.45,10.63,0.74,25,19.5
1963.2,9.41,10.6,0.71,25,19.4
1964.28,9.45,10.63,0.7,25,19.4
1965.36,9.45,10.63,0.68,25,19.3
1966.45,9.45,10.63,0.7,25,19.3
1967.53,9.39,10.59,0.75,25,19.2
1968.61,9.41,10.6,0.72,25,19.2
1969.69,9.39,10.59,0.72,25,19.2
1970.78,9.42,10.61,0.72,25,19.1
1971.86,9.42,10.61,0.72,25,19.1
1972.94,9.42,10.61,0.7,25,19
1974.02,9.42,10.61,0.71,25,19
1975.1,9.4,10.59,0.73,25,18.9
1976.19,9.37,10.57,0.69,25,18.9
1977.27,9.38,10.58,0.72,25,18.8
1978.35,9.37,10.57,0.74,25,18.8
1979.44,9.36,10.56,0.73,25,18.8
1980.52,9.44,10.63,0.71,25,18.7
1981.6,9.38,10.58,0.69,25,18.7
1982.68,9.35,10.55,0.69,25,18.6
1983.76,9.4,10.59,0.73,25,18.6
1984.84,9.36,10.56,0.77,25,18.5
1985.93,9.37,10.57,0.72,25,18.5
1987.01,9.38,10.58,0.71,25,18.4
1988.09,9.39,10.59,0.71,25,18.4
1989.17,9.41,10.6,0.73,25,18.4
1990.26,9.34,10.54,0.69,25,18.3
1991.34,9.32,10.53,0.7,25,18.3
1992.42,9.4,10.59,0.74,25,18.2
1993.5,9.35,10.55,0.71,25,18.2
1994.59,9.41,10.6,0.7,25,18.1
1995.67,9.35,10.55,0.67,25,18.1
1996.75,9.36,10.56,0.69,25,18
1997.83,9.39,10.59,0.68,25,18
1998.92,9.37,10.57,0.7,25,18
2000,9.34,10.54,0.72,25,17.9
2001.08,9.37,10.57,0.7,25,17.9
2002.16,9.38,10.58,0.7,25,17.8
2003.25,9.36,10.56,0.68,25,17.8
2004.32,9.37,10.57,0.73,25,17.7
2005.41,9.37,10.57,0.73,25,17.7
2006.49,9.37,10.57,0.7,25,17.6
2007.57,9.35,10.55,0.7,25,17.6
2008.65,9.35,10.55,0.69,25,17.6
2009.74,9.38,10.58,0.72,25,17.5
2010.82,9.38,10.58,0.71,25,17.5
2011.9,9.34,10.54,0.68,25,17.4
2012.98,9.32,10.53,0.72,25,17.4
2014.07,9.34,10.54,0.71,25,17.3
2015.15,9.36,10.56,0.7,25,17.3
2016.23,9.35,10.55,0.71,25,17.2
2017.31,9.34,10.54,0.71,25,17.2
2018.4,9.34,10.54,0.74,25,17.2
2019.48,9.35,10.55,0.7,25,17.1
2020.56,9.35,10.55,0.73,25,17.1
2021.64,9.37,10.57,0.73,25,17
2022.72,9.33,10.54,0.72,25,17
2023.8,9.35,10.55,0.72,25,16.9
2024.89,9.34,10.54,0.72,25,16.9
2025.97,9.32,10.53,0.71,25,16.8
2027.05,9.34,10.54,0.71,25,16.8
2028.13,9.33,10.54,0.71,25,16.8
2029.22,9.31,10.52,0.73,25,16.7
2030.3,9.33,10.54,0.74,25,16.7
2031.38,9.32,10.53,0.71,25,16.6
2032.46,9.3,10.51,0.74,25,16.6
2033.55,9.32,10.53,0.71,25,16.5
2034.63,9.33,10.54,0.73,25,16.5
